,prolific_id,title,cond,item_idx,item_id,q_id,a_id,question,answer,rt,time,exp,a,yes,no,unclear,val,Unnamed: 0,iter
226,5ecff76b3acdb0095ebf080d,Submarine,personal_moral,33.0,36,1,1,Why?,It is probably the humane thing to do,24685.0,2022-09-09 19:12:37,personal_moral,It is probably the humane thing to do,na,na,na,na,,
230,5ecff76b3acdb0095ebf080d,Hired Rapist,personal_moral,34.0,29,0,0,"You have been dissatisfied with your marriage for several years. It is your  distinct impression that your partner no longer appreciates you. You remember how they appreciated you years ago when you took care of them after they was mugged. You devise the following plan to regain your partnerâ€™s affection. You will hire a person to break into your house while you are away. This person will tie up and sexually assault your partner. You, upon hearing the horrible news, will return swiftly to their side, to take care of them and comfort them, and they will once again appreciate you. Is it appropriate for you to hire a person to sexually assault your partner so that they will appreciate you as you comfort them?",No,21797.0,2022-09-09 19:12:58,personal_moral,No,False,True,False,no,,
231,5ecff76b3acdb0095ebf080d,Hired Rapist,personal_moral,34.0,29,1,1,Why?,This is a terrible idea to do,21797.0,2022-09-09 19:12:59,personal_moral,This is a terrible idea to do,na,na,na,na,,
232,5ecff76b3acdb0095ebf080d,Infanticide,personal_moral,35.0,31,0,0,"You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess youâ€™ve made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?",No,24825.0,2022-09-09 19:13:23,personal_moral,No,False,True,False,no,,
233,5ecff76b3acdb0095ebf080d,Infanticide,personal_moral,35.0,31,1,1,Why?,Give the baby a chance by taking it to the hospital,24825.0,2022-09-09 19:13:24,personal_moral,Give the baby a chance by taking it to the hospital,na,na,na,na,,
234,5ecff76b3acdb0095ebf080d,Hard Times,personal_moral,36.0,25,1,1,Why?,Absolutely not - find another way,20774.0,2022-09-09 19:13:44,personal_moral,Absolutely not - find another way,na,na,na,na,,
235,5ecff76b3acdb0095ebf080d,Hard Times,personal_moral,36.0,25,0,0,"You are the head of a poor household in a developing country. Your  crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family?",No,20774.0,2022-09-09 19:13:45,personal_moral,No,False,True,False,no,,
236,5ecff76b3acdb0095ebf080d,Environmental Policy A2,impersonal_moral,37.0,8,0,0,You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A?,Yes,21918.0,2022-09-09 19:14:06,impersonal_moral,Yes,True,False,False,yes,,
237,5ecff76b3acdb0095ebf080d,Environmental Policy A2,impersonal_moral,37.0,8,1,1,Why?,10 deaths at 2% is a risk worth taking,21918.0,2022-09-09 19:14:07,impersonal_moral,10 deaths at 2% is a risk worth taking,na,na,na,na,,
242,5ecff76b3acdb0095ebf080d,Raffle,non_moral,38.0,57,1,1,Why?,Car A raffle has better odds,28051.0,2022-09-09 19:14:35,non_moral,Car A raffle has better odds,na,na,na,na,,
243,5ecff76b3acdb0095ebf080d,Raffle,non_moral,38.0,57,0,0,"Youâ€™ve decided to buy a raffle ticket to support a local charity. They  are separately raffling off two different cars: Car A and Car B. You have decided to buy one raffle ticket. You are a serious and knowledgeable car enthusiast, and you think that these two cars are equally good. Because there have been a lot of adds for Car B on TV recently, many more people have chosen to buy tickets for the Car B raffle. Since more people have bought tickets for the Car B raffle, your chances of winning are better in the Car A raffle than in the Car B raffle. Would you buy a ticket for the Car B raffle in order to win a car?",No,28051.0,2022-09-09 19:14:36,non_moral,No,False,True,False,no,,
244,5ecff76b3acdb0095ebf080d,Jogging,non_moral,39.0,58,0,0,"You intend to accomplish two things this afternoon: going for a jog and  doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you donâ€™t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise?",No,16069.0,2022-09-09 19:14:51,non_moral,No,False,True,False,no,,
245,5ecff76b3acdb0095ebf080d,Jogging,non_moral,39.0,58,1,1,Why?,Go for the run now in the sun,16069.0,2022-09-09 19:14:52,non_moral,Go for the run now in the sun,na,na,na,na,,
246,5ecff76b3acdb0095ebf080d,Investment Offer,non_moral,40.0,54,1,1,Why?,It's not a good decision ,17214.0,2022-09-09 19:15:08,non_moral,It's not a good decision ,na,na,na,na,,
247,5ecff76b3acdb0095ebf080d,Investment Offer,non_moral,40.0,54,0,0,"You are at home one day when the mail arrives. You receive a  letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money?",No,17214.0,2022-09-09 19:15:09,non_moral,No,False,True,False,no,,
248,62d6d77df59450e545fb22f6,Standard Turnips,non_moral,2.0,43,0,0,You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?,Yes i would turn my turnip picking machine to the right ,195739.0,2022-09-09 19:15:14,non_moral,Yes i would turn my turnip picking machine to the right ,True,False,False,yes,,
249,62d6d77df59450e545fb22f6,Standard Turnips,non_moral,2.0,43,1,1,Why?,I would benefit more by turning right and harvest more turnips and to make a better profit,195739.0,2022-09-09 19:15:15,non_moral,I would benefit more by turning right and harvest more turnips and to make a better profit,na,na,na,na,,
252,5ecff76b3acdb0095ebf080d,Sophieâ€™s Choice,personal_moral,41.0,38,0,0,"It is wartime and you and your two children, ages eight and five,  are living in a territory that has been occupied by the enemy. At the enemyâ€™s headquarters is a doctor who performs painful experiments on humans that inevitably lead to death. He intends to perform experiments on one of your children, but he will allow you to choose which of your children will be experimented upon. You have twenty-four hours to bring one of your children to his laboratory. If you refuse to bring one of your children to his laboratory he will find them both and experiment on both of them. Is it appropriate for you to bring one of your children to the laboratory in order to avoid having them both die?",No,23750.0,2022-09-09 19:15:32,personal_moral,No,False,True,False,no,,
253,5ecff76b3acdb0095ebf080d,Sophieâ€™s Choice,personal_moral,41.0,38,1,1,Why?,Try and run away if possible,23750.0,2022-09-09 19:15:33,personal_moral,Try and run away if possible,na,na,na,na,,
254,5ecff76b3acdb0095ebf080d,Train or Bus,non_moral,42.0,48,1,1,Why?,You need to be there on time,19111.0,2022-09-09 19:15:52,non_moral,You need to be there on time,na,na,na,na,,
255,5ecff76b3acdb0095ebf080d,Train or Bus,non_moral,42.0,48,0,0,"You need to travel from New York to Boston in order to attend  a meeting that starts at 2:00 PM. You can take either the train or the bus. The train will get you there just in time for your meeting no matter what. The bus is scheduled to arrive an hour before your meeting, but the bus is occasionally several hours late because of traffic. It would be nice to have an extra hour before the meeting, but you cannot afford to be late. Would you take the train instead of the bus in order to ensure your not being late for your meeting?",Train,19111.0,2022-09-09 19:15:53,non_moral,Train,False,False,True,unclear,,
